============================================================
ADAPTIVE WALL + AGGRESSION BACKTEST
============================================================

Regime Detection: 300 bar lookback
Choppy Mode: PT/SL = 10/5 ticks
Trend Mode:  PT/SL = 20/8 ticks
Trend filters: Only trade WITH the trend

============================================================
Backtesting 2025-10-10...
============================================================
  Processing 58354 bars...

  [choppy       ] ENTER SHORT: choppy_breakout_ask@25322.25 @ 25316.75 | PT/SL: 10/5
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25303.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25304.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25312.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25302.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25299.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25298.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25296.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25301.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25302.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25316.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25313.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25343.00 @ 25334.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25343.00 @ 25335.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25343.00 @ 25337.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25334.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25323.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25330.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25343.00 @ 25333.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25334.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25340.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25343.00 @ 25337.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25345.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25348.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25345.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25353.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25351.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25366.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25367.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25366.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25367.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25372.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25369.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25367.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25365.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25361.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25358.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25365.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25366.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25363.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25364.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25363.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25361.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25359.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25360.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25363.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25364.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25367.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25365.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25366.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25367.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25368.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25369.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25384.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25385.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25376.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25377.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25379.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25380.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25381.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25382.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25385.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25383.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25384.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25386.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25378.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25379.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25378.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25376.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25377.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25378.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25376.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25374.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25368.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25366.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25354.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25352.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25347.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25344.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25340.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25344.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25346.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25343.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25344.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25341.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25337.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25335.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25332.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25331.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25332.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25329.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25332.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25342.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25349.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25350.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25347.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25347.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25351.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25352.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25353.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25354.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25359.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25360.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25361.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25362.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25362.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25360.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25363.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25364.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25375.00 @ 25362.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25363.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25360.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25358.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25337.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25334.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25339.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25340.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25333.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25332.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25333.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25337.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25339.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25336.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25331.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25330.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25352.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25353.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25348.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25343.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25347.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25347.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25345.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25347.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25351.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25348.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25345.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25347.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25348.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25349.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25347.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25354.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25351.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25347.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25332.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25333.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25333.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25334.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25331.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25331.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25323.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25316.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25314.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25312.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25313.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25308.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25309.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25307.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25308.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25319.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25319.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25320.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25320.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25321.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25318.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25316.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25319.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25333.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25334.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25337.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25335.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25337.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25330.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25342.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25346.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25348.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25345.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25346.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25348.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25349.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25350.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25347.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25341.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25340.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25341.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25332.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25334.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25334.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25340.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25347.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25345.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.00 | P&L: $-10.00
